Pytanie;Odpowiedź;Rozdział
"Z zanikami mięśniowymi drobnych mięśni rak spotykamy się w poniższych jednostkach chorobowych ZA WYJATKIEM:
A. Stwardnienia zanikowego bocznego
B. Zespołu żebra szyjnego
C. Neuropatii ruchowej z blokiem przewodzenia
D. Uszkodzenia splotu ramiennego górnego ( Erba)
E. Dystrofii odsiebnej Welander";D. Uszkodzenia splotu ramiennego górnego ( Erba) (egzamin neurologia 2026 cykl A-2.docx, pyt. 72);Nerwy obwodowe, złącze nerwowo-mięśniowe i mięśnie
"Ktöre określenie NIE PASUJE de dystrofii miçiniowej Duchenne s
A. rzekomy przerost mięśni łydek
B. wyraźny wzrost aktywności kinazy kreatynowej
C. deficyt emeryny w błonie jądrowej
D. początek zachorowania około 3-4 roku życia
E. choroba związana jest z mutacja genu na chromosomie X";C. deficyt emeryny w błonie jądrowej (egzamin neurologia 2026 cykl A-2.docx, pyt. 73);Nerwy obwodowe, złącze nerwowo-mięśniowe i mięśnie
"Młody mężczyzna z łagodnie postępującym osłabieniem mięśni od dzieciństwa, z przykurczami w stawach, bez rzekomego przerostu mięśni łydek. Chory sprawny intelektualnie, pracował, poruszał się chodząc na palcach. Miał rozpoznaną kardiomiopatię. Zmarł nagle z powodu zaburzeń rytmu serca. Z tego opisu możemy przypuszczać ,że pacjent chorowal na:
A. Dystrofia Bekera
B. Dystrofia Duchenne' a
C. Dystrofia odsiebna Welander
D. Dystrofia mięśniowa twarzowo-łopatkowo-ramieniowa
E. Dystrofia Emery' ego-Dreiffusa";E. Dystrofia Emery' ego-Dreiffusa (egzamin neurologia 2026 cykl A-2.docx, pyt. 74);Nerwy obwodowe, złącze nerwowo-mięśniowe i mięśnie
"W zespole Lamberta-Eatona NIE SPODZIEWAMY SIĘ wyraźnej poprawy po leczeniu:
A. Sterydami
B. Inhibitorami esterazy cholinowej
C. Lekami immunosupresyjnymi
D. Plazmafereza
E. Immunoglobulinami";B. Inhibitorami esterazy cholinowej (egzamin neurologia 2026 cykl A-2.docx, pyt. 77);Nerwy obwodowe, złącze nerwowo-mięśniowe i mięśnie
"Z. paramiotomią wrodzoną wiążemy następujące stwierdzenia ZA WYJĄTKIEM:
A. W obrazie histopatologicznym występują nitkowate struktury wewnątrz włókien
B. Defekt genetyczny dotyczy kanałów sodowych w mięśniu szkieletowym mięśniowych
C. Obserwuje się upośledzenie rozkurczu miçśni
D. Objawy chorobowe pojawiają się pod wpływem zimna
E. Mogą występować wiotkie porażenia mięśni";A. W obrazie histopatologicznym występują nitkowate struktury wewnątrz włókien (egzamin neurologia 2026 cykl A-2.docx, pyt. 78);Nerwy obwodowe, złącze nerwowo-mięśniowe i mięśnie
"Który objaw, NIE PASUJE de polineuropatii:
A. zaburzenia czucia o charakterze rękawiczek i skarpetek
B. dolegliwości bólowe
C. impotencja
D. hypotonia ortostatyczna
E. chód kaczkowaty";E. chód kaczkowaty (egzamin neurologia 2026 cykl A-2.docx, pyt. 79);Nerwy obwodowe, złącze nerwowo-mięśniowe i mięśnie
"Pacjenci z podwöjnie seronegatywną miastenią :
A. Mają tylko przeciwciała przeciw białku LRP4 ( lipoprotein related protein 4)
B. Nie mają przeciwciał przeciw receptorom dla acetylocholiny ( AChR) i przeciw kinazie tyrozynowej (anty-MuSK )
C. Nie mają przeciwciał przeciw receptorom dla acetylocholiny (AChR ) i przeciw tytynie (anti-TITIN)
D. Nie mają przeciwciał przeciw białkom włókna mięśniowego przeciw przeciw tytynie (anti-TITIN), rianodynie (anti-RyR) i rapsynie (anti-RAPSN).
E. Nie mają przeciwciał charakterystycznych dla miastenii, natomiast mają przeciwciała charakterystyczne dla innych chorób autoimmunologicznych.";B. Nie mają przeciwciał przeciw receptorom dla acetylocholiny ( AChR) i przeciw kinazie tyrozynowej (anty-MuSK ) (egzamin neurologia 2026 cykl A-2.docx, pyt. 80);Nerwy obwodowe, złącze nerwowo-mięśniowe i mięśnie
"Które z poniższych stwierdzeń nie pasuje do zespołu Lamberta-Eatona:
A. występuje nużliwość mięśni w zakresie kończyn dolnych i obręczy biodrowej
B. brak odruchów kolanowych
C. najczęściej chorują mężczyźni
D. w elektromiograficznej próbie stymulacyjnej znamienny jest spadek amplitudy potencjałów
E. schorzenie współistnieje najczęściej z rakiem drobnokomórkowym płuc";D. w elektromiograficznej próbie stymulacyjnej znamienny jest spadek amplitudy potencjałów (egzamin neurologia II 2026 cykl A-3.docx, pyt. 24);Nerwy obwodowe, złącze nerwowo-mięśniowe i mięśnie
"Do wieloogniskowej neuropatii ruchowej z blokiem przewodzenia pasują następujące stwierdzenia z wyjątkiem:
A. nie stwierdza się zwolnienia szybkości przewodzenia we włóknach czuciowych
B. przebieg choroby jest powolny, stopniowo postępujący
C. występują dodatkowo objawy piramidowe
D. chora najczęściej rozpoczyna się od asymetrycznego zaniku mięśni rąk
E. pacjenci pozytywnie reagują na leczenie immunoglobulinami";C. występują dodatkowo objawy piramidowe (egzamin neurologia II 2026 cykl A-3.docx, pyt. 25);Nerwy obwodowe, złącze nerwowo-mięśniowe i mięśnie
"Wybierz prawidłową odpowiedź. Elektromiografia pojedynczego włókna z oceną Jittera:
A. pokazuje deficyty w zakresie fali F
B. przydatna w ocenie zaburzeń przewodzenia na poziomie nerwu rdzeniowego
C. w przypadku bloku postsynaptycznego nieprzydatna diagnostycznie
D. jest dodatnia tylko w zespołach miastenicznych
E. czuła metoda wskazująca na zaburzenia transmisji w złączu nerwowo-mięśniowym w przypadkach wątpliwych";E. czuła metoda wskazująca na zaburzenia transmisji w złączu nerwowo-mięśniowym w przypadkach wątpliwych (egzamin neurologia II 2026 cykl A-3.docx, pyt. 26);Nerwy obwodowe, złącze nerwowo-mięśniowe i mięśnie
"W badaniu EMG znaleziono wielofazowe potencjały o niskiej amplitudzie i skróconym średnim czasie trwania. Przy niewielkim skurczu mięśnia uzyskano zapis interferencyjna wskazujący na zaburzenia gradacji zapisu. Taki zapis znaleziono u pacjenta chorującego z powodu:
A. jamistości rdzenia
B. polineuropatii cukrzycowej
C. dystrofii mięśniowej kończynowo-obręczowej
D. rdzeniowy zanik mięśni
E. zespołu lamberta-eatona";C. dystrofii mięśniowej kończynowo-obręczowej (egzamin neurologia II 2026 cykl A-3.docx, pyt. 27);Nerwy obwodowe, złącze nerwowo-mięśniowe i mięśnie
Nerwy obwodowe, złącze nerwowo-mięśniowe i mięśnie: co trzeba pamiętać o: Polineuropatia?;Polineuropatia: zwykle symetryczne, dystalne zaburzenia czucia i osłabienie, często 'skarpetki i rękawiczki', osłabione odruchy.;Nerwy obwodowe, złącze nerwowo-mięśniowe i mięśnie
Nerwy obwodowe, złącze nerwowo-mięśniowe i mięśnie: co trzeba pamiętać o: Neuropatia aksonalna?;Neuropatia aksonalna: spadek amplitudy w ENG, często dystalna. Demielinizacyjna: zwolnienie przewodzenia, bloki i wydłużone latencje.;Nerwy obwodowe, złącze nerwowo-mięśniowe i mięśnie
Nerwy obwodowe, złącze nerwowo-mięśniowe i mięśnie: co trzeba pamiętać o: ten punkt?;GBS: ostra zapalna poliradikuloneuropatia, wstępujące osłabienie, arefleksja, możliwe zaburzenia autonomiczne i oddechowe, rozszczepienie białkowo-komórkowe w PMR.;Nerwy obwodowe, złącze nerwowo-mięśniowe i mięśnie
Nerwy obwodowe, złącze nerwowo-mięśniowe i mięśnie: co trzeba pamiętać o: ten punkt?;CIDP: przewlekły odpowiednik demielinizacyjny z postępem ponad tygodnie/miesiące.;Nerwy obwodowe, złącze nerwowo-mięśniowe i mięśnie
Nerwy obwodowe, złącze nerwowo-mięśniowe i mięśnie: co trzeba pamiętać o: Miastenia?;"Miastenia: męczliwość, opadanie powiek, diplopia, dyzartria/dysfagia, poprawa po odpoczynku; przeciwciała przeciw AChR lub MuSK.";Nerwy obwodowe, złącze nerwowo-mięśniowe i mięśnie
Nerwy obwodowe, złącze nerwowo-mięśniowe i mięśnie: co trzeba pamiętać o: ten punkt?;"Nerw = czucie plus odruchy; mięsień = proksymalne osłabienie bez czucia; złącze = męczliwość.";Nerwy obwodowe, złącze nerwowo-mięśniowe i mięśnie
Nerwy obwodowe, złącze nerwowo-mięśniowe i mięśnie: co trzeba pamiętać o: ten punkt?;Miastenia pogarsza się wysiłkiem, Lambert-Eaton może chwilowo poprawiać się po aktywacji.;Nerwy obwodowe, złącze nerwowo-mięśniowe i mięśnie
Nerwy obwodowe, złącze nerwowo-mięśniowe i mięśnie: co trzeba pamiętać o: GBS pilnuje oddechu i autonomii.?;GBS pilnuje oddechu i autonomii.;Nerwy obwodowe, złącze nerwowo-mięśniowe i mięśnie
Nerwy obwodowe, złącze nerwowo-mięśniowe i mięśnie: odtwórz fakt ze skryptu zaczynający się od: Jeżeli nie można wykonać tych badań (uszkodzenie twarzoczaszki,...;Jeżeli nie można wykonać tych badań (uszkodzenie twarzoczaszki, uszkodzenie podnamiotowe mózgu, zatrucie);Nerwy obwodowe, złącze nerwowo-mięśniowe i mięśnie
Nerwy obwodowe, złącze nerwowo-mięśniowe i mięśnie: co pamiętasz o: należy przeprowadzić badania instrumentalne?;EEG, ocenę krążenia mózgowego i multimodalne potencjały;Nerwy obwodowe, złącze nerwowo-mięśniowe i mięśnie
Nerwy obwodowe, złącze nerwowo-mięśniowe i mięśnie: co pamiętasz o: Rozpoznanie śmierci mózgu w pierwotnym uszkodzeniu nadnamiotowym?;Rozpoznanie śmierci mózgu w pierwotnym uszkodzeniu nadnamiotowym:;Nerwy obwodowe, złącze nerwowo-mięśniowe i mięśnie
Nerwy obwodowe, złącze nerwowo-mięśniowe i mięśnie: odtwórz fakt ze skryptu zaczynający się od: badania kliniczne 2x w odstępie 6h - w obu bezdech i brak odruchów...;badania kliniczne 2x w odstępie 6h - w obu bezdech i brak odruchów pniowych LUB 2 badania kliniczne (między jednym i drugim odstęp 3 h) + jedno instrumentalne;Nerwy obwodowe, złącze nerwowo-mięśniowe i mięśnie
Nerwy obwodowe, złącze nerwowo-mięśniowe i mięśnie: co pamiętasz o: Rozpoznanie śmierci w pierwotnym podnamiotowym uszkodzeniu?;Rozpoznanie śmierci w pierwotnym podnamiotowym uszkodzeniu:;Nerwy obwodowe, złącze nerwowo-mięśniowe i mięśnie
Nerwy obwodowe, złącze nerwowo-mięśniowe i mięśnie: odtwórz fakt ze skryptu zaczynający się od: wykazanie linii izelektrycznej w EEG LUB brak przepływu w nn....;wykazanie linii izelektrycznej w EEG LUB brak przepływu w nn. mózgowych;Nerwy obwodowe, złącze nerwowo-mięśniowe i mięśnie
Choroby neuronu ruchowego: co trzeba pamiętać o: ten punkt?;SLA/ALS: współistnienie objawów górnego i dolnego neuronu ruchowego w różnych regionach, postęp, brak istotnych zaburzeń czucia.;Choroby neuronu ruchowego
Choroby neuronu ruchowego: co trzeba pamiętać o: Objawy górnego neuronu?;Objawy górnego neuronu: spastyczność, wygórowane odruchy, Babiński. Objawy dolnego: zaniki, fascykulacje, osłabienie, obniżone odruchy.;Choroby neuronu ruchowego
Choroby neuronu ruchowego: co trzeba pamiętać o: Postać opuszkowa?;Postać opuszkowa: dyzartria, dysfagia, zanik/fascykulacje języka, ryzyko aspiracji.;Choroby neuronu ruchowego
Choroby neuronu ruchowego: co trzeba pamiętać o: ten punkt?;SMA: genetyczna choroba dolnego neuronu ruchowego z wiotkością i zanikiem mięśni.;Choroby neuronu ruchowego
Choroby neuronu ruchowego: co trzeba pamiętać o: Choroba Kennedy'ego/SBMA?;Choroba Kennedy'ego/SBMA: sprzężona z X, objawy opuszkowo-rdzeniowe i cechy androgenowe.;Choroby neuronu ruchowego
Choroby neuronu ruchowego: co trzeba pamiętać o: SLA = ruch bez czucia, UMN plus LMN, postępuje.?;SLA = ruch bez czucia, UMN plus LMN, postępuje.;Choroby neuronu ruchowego
Choroby neuronu ruchowego: co trzeba pamiętać o: ten punkt?;Fascykulacje języka i dysfagia każą myśleć o opuszkowym zajęciu neuronu ruchowego.;Choroby neuronu ruchowego
Choroby neuronu ruchowego: co trzeba pamiętać o: SMA to dolny neuron, nie mieszany obraz jak SLA.?;SMA to dolny neuron, nie mieszany obraz jak SLA.;Choroby neuronu ruchowego
Choroby neuronu ruchowego: odtwórz fakt ze skryptu zaczynający się od: Paramiotonia wrodzona - AD, mutacje kanału Na+ (SCN4A), objawy nasilają...;Paramiotonia wrodzona - AD, mutacje kanału Na+ (SCN4A), objawy nasilają się pod wpływem zimna (co widać w;Choroby neuronu ruchowego
Choroby neuronu ruchowego: odtwórz fakt ze skryptu zaczynający się od: mutacje w genie kanału Ca2+ samoistne napady porażenia mięśni związane...;mutacje w genie kanału Ca2+ samoistne napady porażenia mięśni związane ze ↓ K+ napad po odpoczynku i spożyciu dużej ilości węglowodanów (insulina -> ↓ K+), w nocy albo rano;Choroby neuronu ruchowego
Choroby neuronu ruchowego: co pamiętasz o: leczenie napady?;podawanie p.o. K+ (20-100 mEq);Choroby neuronu ruchowego
Neurologia w chorobach systemowych i zaburzenia psychiczne: co trzeba pamiętać o: ten punkt?;Zaburzenia metaboliczne mogą dawać encefalopatię, śpiączkę, drgawki, mioklonie i neuropatie - zawsze myśl o glukozie, sodzie, nerkach, wątrobie i tarczycy.;Neurologia w chorobach systemowych i zaburzenia psychiczne
Neurologia w chorobach systemowych i zaburzenia psychiczne: co trzeba pamiętać o: Cukrzyca?;Cukrzyca: polineuropatia dystalna, mononeuropatie, radikulopleksopatia, ryzyko udaru i encefalopatii przy zaburzeniach glikemii.;Neurologia w chorobach systemowych i zaburzenia psychiczne
Neurologia w chorobach systemowych i zaburzenia psychiczne: co trzeba pamiętać o: Choroby tarczycy?;"Choroby tarczycy: miopatie, neuropatie, zaburzenia poznawcze i nastroju; niedoczynność może przypominać spowolnienie/otępienie.";Neurologia w chorobach systemowych i zaburzenia psychiczne
Neurologia w chorobach systemowych i zaburzenia psychiczne: co trzeba pamiętać o: Niedobory?;"Niedobory: B12 daje mielopatię sznurową, neuropatię i zaburzenia poznawcze; tiamina daje Wernickego.";Neurologia w chorobach systemowych i zaburzenia psychiczne
Neurologia w chorobach systemowych i zaburzenia psychiczne: co trzeba pamiętać o: ten punkt?;Choroby autoimmunologiczne i nowotwory mogą wywoływać zapalenia naczyń, neuropatie, encefalopatie i zespoły paranowotworowe.;Neurologia w chorobach systemowych i zaburzenia psychiczne
Neurologia w chorobach systemowych i zaburzenia psychiczne: co trzeba pamiętać o: B12 = sznury tylne plus piramidy plus neuropatia.?;B12 = sznury tylne plus piramidy plus neuropatia.;Neurologia w chorobach systemowych i zaburzenia psychiczne
Neurologia w chorobach systemowych i zaburzenia psychiczne: co trzeba pamiętać o: ten punkt?;Neurologiczny objaw u pacjenta z rakiem może być przerzutem, zakrzepicą, lekiem albo paranowotworowy.;Neurologia w chorobach systemowych i zaburzenia psychiczne
Neurologia w chorobach systemowych i zaburzenia psychiczne: co trzeba pamiętać o: ten punkt?;Depresja może udawać otępienie, ale też często współistnieje z chorobą neurologiczną.;Neurologia w chorobach systemowych i zaburzenia psychiczne
Neurologia w chorobach systemowych i zaburzenia psychiczne: odtwórz fakt ze skryptu zaczynający się od: Dziedziczona AD (lub mutacja spontaniczna) choroba przebiegająca ze...;Dziedziczona AD (lub mutacja spontaniczna) choroba przebiegająca ze zwyrodnieniem dolnego i górnego neuronu rozpoczyna się w wieku średnim i starszym, zwykle > 40 rż.;Neurologia w chorobach systemowych i zaburzenia psychiczne
Neurologia w chorobach systemowych i zaburzenia psychiczne: odtwórz fakt ze skryptu zaczynający się od: toksyczne działanie aminokwasów pobudzających (glutaminian) na...;toksyczne działanie aminokwasów pobudzających (glutaminian) na motoneurony toksyczne działanie SOD-1 (dysmutazy nadtlenkowej) stres oksydacyjny dezorganizacja mikrofilamentów;Neurologia w chorobach systemowych i zaburzenia psychiczne
Neurologia w chorobach systemowych i zaburzenia psychiczne: odtwórz fakt ze skryptu zaczynający się od: porażenie opuszkowe i rzekomoopuszkowe postać z zajęciem tylko dolnego...;porażenie opuszkowe i rzekomoopuszkowe postać z zajęciem tylko dolnego motoneuronu (postępujący zanik rdzeniowy) postać z zajęciem tylko górnego motoneuronu;Neurologia w chorobach systemowych i zaburzenia psychiczne
Neurologia w chorobach systemowych i zaburzenia psychiczne: odtwórz fakt ze skryptu zaczynający się od: Zaburzenia neurologiczne w schorzeniach spoza układu...;Zaburzenia neurologiczne w schorzeniach spoza układu nerwowego;Neurologia w chorobach systemowych i zaburzenia psychiczne
Neurologia w chorobach systemowych i zaburzenia psychiczne: odtwórz fakt ze skryptu zaczynający się od: Zaburzenia układu krążenia encefalopatia niedotlenieniowa lub...;Zaburzenia układu krążenia encefalopatia niedotlenieniowa lub niedokrwienna trwałe uszkodzenie mózgowia, gdy niedotlenienie (np. w NZK) trwa > 3-5 min.;Neurologia w chorobach systemowych i zaburzenia psychiczne
Ból, wady rozwoju OUN i neurologia dziecięca: co trzeba pamiętać o: ten punkt?;"Ból receptorowy/nocyceptywny wynika z pobudzenia receptorów bólowych; neuropatyczny z uszkodzenia układu somatosensorycznego; psychogenny z dominującym mechanizmem psychologicznym.";Ból, wady rozwoju OUN i neurologia dziecięca
Ból, wady rozwoju OUN i neurologia dziecięca: co trzeba pamiętać o: Ból neuropatyczny?;Ból neuropatyczny: pieczenie, prąd, kłucie, allodynia, hiperalgezja, zaburzenia czucia i możliwy brak proporcji do bodźca.;Ból, wady rozwoju OUN i neurologia dziecięca
Ból, wady rozwoju OUN i neurologia dziecięca: co trzeba pamiętać o: Leczenie bólu?;Leczenie bólu: dobór do mechanizmu - nocyceptywny reaguje na klasyczne analgetyki, neuropatyczny często wymaga leków przeciwpadaczkowych/przeciwdepresyjnych.;Ból, wady rozwoju OUN i neurologia dziecięca
Ból, wady rozwoju OUN i neurologia dziecięca: co trzeba pamiętać o: Zaburzenia rozwoju OUN?;Zaburzenia rozwoju OUN: kojarz aberracje chromosomalne, mutacje genowe, dziedziczenie wieloczynnikowe i czynniki środowiskowe w okresie płodowym.;Ból, wady rozwoju OUN i neurologia dziecięca
Ból, wady rozwoju OUN i neurologia dziecięca: co trzeba pamiętać o: ten punkt?;"MPD: trwałe, niepostępujące zaburzenie ruchu i postawy wynikające z uszkodzenia rozwijającego się mózgu; objawy zmieniają się wraz z rozwojem dziecka.";Ból, wady rozwoju OUN i neurologia dziecięca
Ból, wady rozwoju OUN i neurologia dziecięca: co trzeba pamiętać o: Neuropatyczny ból mówi językiem prądu, palenia i allodynii.?;Neuropatyczny ból mówi językiem prądu, palenia i allodynii.;Ból, wady rozwoju OUN i neurologia dziecięca
Ból, wady rozwoju OUN i neurologia dziecięca: co trzeba pamiętać o: MPD nie jest chorobą postępującą, ale potrzeby dziecka zmieniają się z wiekiem.?;MPD nie jest chorobą postępującą, ale potrzeby dziecka zmieniają się z wiekiem.;Ból, wady rozwoju OUN i neurologia dziecięca
"Ból, wady rozwoju OUN i neurologia dziecięca: co trzeba pamiętać o: U dzieci nie każdy napad jest padaczką; opis świadka jest złotem.?";"U dzieci nie każdy napad jest padaczką; opis świadka jest złotem.";Ból, wady rozwoju OUN i neurologia dziecięca
"Ból, wady rozwoju OUN i neurologia dziecięca: odtwórz fakt ze skryptu zaczynający się od: Rdzeniowo-wzgórzowa boczna - szybka; lokalizacja i charakter...";"Rdzeniowo-wzgórzowa boczna - szybka; lokalizacja i charakter bólu";Ból, wady rozwoju OUN i neurologia dziecięca
"Ból, wady rozwoju OUN i neurologia dziecięca: odtwórz fakt ze skryptu zaczynający się od: Rdzeniowo-wzgórzowa przyśrodkowa - wolna;...";"Rdzeniowo-wzgórzowa przyśrodkowa - wolna; przypominająca";Ból, wady rozwoju OUN i neurologia dziecięca
Ból, wady rozwoju OUN i neurologia dziecięca: odtwórz fakt ze skryptu zaczynający się od: Rdzeniowo-śródmózgowiowa istotne w bólu...;Rdzeniowo-śródmózgowiowa istotne w bólu przewlekłym;Ból, wady rozwoju OUN i neurologia dziecięca
